Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice
572,533221040,160,34.0,2998,6,5,2000,2000,513.0,507.0,0.0,249.0,756.0,756,756,0,7.321849713788356,1.0,0.0,2,1,2,1,4,0,2000.0,2.0,440.0,0,32,0,0,0,0,0,8,2009,12.100717685412471
573,533223030,160,35.0,3768,7,5,1999,1999,218.0,549.0,0.0,142.0,691.0,713,739,0,7.2813856635702825,1.0,0.0,2,1,3,1,6,0,1999.0,2.0,506.0,0,34,0,0,0,0,0,9,2009,11.957617696467539
574,533236050,160,24.0,2645,8,5,1999,2000,456.0,649.0,0.0,321.0,970.0,983,756,0,7.461640392208574,1.0,0.0,2,1,3,1,7,0,1999.0,2.0,480.0,115,0,0,0,0,0,0,8,2009,12.058158312538197
576,533253070,120,61.0,3782,8,5,1981,1981,0.0,960.0,0.0,266.0,1226.0,1226,0,0,7.112327444710911,1.0,0.0,1,0,1,1,4,2,1981.0,2.0,484.0,133,78,0,0,0,0,0,9,2009,12.261985005589679
578,533254110,80,80.0,9600,8,5,1976,1976,200.0,0.0,0.0,392.0,392.0,1487,1012,0,7.824046010856292,0.0,0.0,2,1,4,1,5,1,1976.0,2.0,527.0,0,64,0,0,0,0,0,1,2009,12.103491596905931
579,533352150,20,69.22459016393442,9991,4,4,1976,1993,0.0,1116.0,0.0,165.0,1281.0,1620,0,0,7.390798521735676,1.0,0.0,2,0,3,1,8,1,1993.0,2.0,490.0,120,78,0,0,0,0,0,6,2009,11.918397239722838
580,534125080,60,78.0,11700,6,6,1968,1968,0.0,298.0,0.0,429.0,727.0,829,727,0,7.350516171833998,0.0,0.0,1,1,4,1,8,0,1968.0,2.0,441.0,0,0,0,0,0,0,0,5,2009,11.944714374881176
581,534127130,20,69.22459016393442,11717,6,6,1970,1970,571.0,0.0,0.0,1442.0,1442.0,1442,0,0,7.27447955877387,0.0,0.0,2,0,2,1,6,1,1970.0,2.0,615.0,371,0,0,0,0,0,0,2,2009,12.128116509451258
582,534127170,20,69.22459016393442,9156,6,7,1968,1968,0.0,0.0,0.0,1489.0,1489.0,1489,0,0,7.306531398939504,0.0,0.0,2,0,3,1,7,1,1968.0,2.0,462.0,0,0,0,0,0,0,0,8,2009,12.132162346145595
584,534128020,60,69.22459016393442,12732,7,6,1974,1974,0.0,560.0,42.0,150.0,752.0,1285,782,0,7.63433723562832,0.0,0.0,2,1,3,1,7,2,1974.0,2.0,784.0,297,40,0,0,0,0,0,6,2009,12.235636302128867
586,534128190,60,80.0,10400,6,7,1967,1997,256.0,0.0,0.0,932.0,932.0,1271,1369,0,7.878912912297132,0.0,0.0,2,1,5,1,8,1,1967.0,2.0,515.0,0,120,0,0,168,0,0,5,2009,12.456446075655599
587,534129080,80,69.22459016393442,17871,6,5,1967,1976,359.0,528.0,0.0,1152.0,1680.0,1724,0,0,7.45298232946546,1.0,0.0,1,1,3,1,7,1,1967.0,2.0,480.0,0,0,0,0,0,0,0,6,2009,12.19552218463499
589,534129380,20,75.0,9000,6,5,1969,1969,200.0,955.0,0.0,261.0,1216.0,1216,0,0,7.104144092987527,1.0,0.0,1,0,3,1,5,0,1969.0,1.0,336.0,0,0,0,0,0,0,0,8,2009,11.635151947212842
593,534177230,60,70.0,8400,8,6,2001,2001,0.0,643.0,0.0,167.0,810.0,810,855,0,7.418180822726788,1.0,0.0,2,1,3,1,6,0,2001.0,2.0,528.0,0,45,0,0,0,0,0,11,2009,12.33270970174018
595,534202170,20,80.0,9600,5,5,1967,1967,0.0,0.0,0.0,1568.0,1568.0,1568,0,0,7.358193752733032,0.0,0.0,1,1,3,1,7,0,1967.0,2.0,440.0,160,40,0,0,0,0,0,3,2009,11.870606902224585
601,534275100,20,65.0,8125,5,7,1959,1959,0.0,403.0,0.0,461.0,864.0,864,0,0,6.762729506931879,0.0,0.0,1,0,3,1,5,0,1960.0,1.0,308.0,0,0,0,0,0,0,0,9,2009,11.678448377988163
602,534276040,20,70.0,9100,6,6,1959,1959,0.0,612.0,0.0,252.0,864.0,864,0,0,6.762729506931879,0.0,0.0,1,0,2,1,5,0,2008.0,1.0,300.0,0,0,0,0,0,0,450,10,2009,11.755879486687116
603,534277090,20,69.22459016393442,9450,4,5,1957,1957,160.0,775.0,0.0,265.0,1040.0,1362,0,0,7.217443431696532,1.0,0.0,1,0,3,1,6,1,1982.0,3.0,768.0,0,0,84,0,0,0,0,5,2009,11.849404844423074
604,534278070,20,69.22459016393442,13495,5,6,1956,1956,70.0,625.0,201.0,222.0,1048.0,1728,0,0,7.45529848568329,1.0,0.0,2,0,3,1,7,1,1956.0,2.0,576.0,0,99,0,0,0,0,0,7,2009,12.087435495221696
606,534400050,20,100.0,10004,6,6,1964,1964,180.0,196.0,345.0,975.0,1516.0,1516,0,0,7.324489979348532,0.0,0.0,1,1,3,1,6,0,1964.0,2.0,472.0,0,0,0,0,152,0,0,2,2009,12.025755079404915
607,534400290,20,85.0,9350,5,6,1961,1995,217.0,310.0,512.0,491.0,1313.0,1313,0,0,7.1808311990445555,1.0,0.0,1,1,3,1,6,1,1961.0,2.0,610.0,172,28,0,0,121,0,0,2,2009,11.938199736300925
608,534402060,20,115.0,10500,5,5,1964,1964,144.0,998.0,0.0,294.0,1292.0,1292,0,0,7.164720378771857,1.0,0.0,1,1,3,1,6,2,1964.0,2.0,520.0,0,32,0,0,92,0,0,7,2009,11.88518533064729
609,534402140,20,69.22459016393442,11000,5,6,1966,1966,200.0,740.0,230.0,184.0,1154.0,1154,0,0,7.051855622955894,0.0,0.0,1,1,3,1,6,1,1966.0,2.0,480.0,0,58,0,0,0,0,0,11,2009,11.944714374881176
611,534403370,80,69.22459016393442,12095,6,6,1964,1964,115.0,564.0,0.0,563.0,1127.0,1445,0,0,7.276556402718709,0.0,0.0,1,1,3,1,7,1,1964.0,2.0,645.0,180,0,0,0,0,0,0,8,2009,11.970356641102999
612,534426110,20,80.0,9600,5,6,1959,1959,132.0,991.0,0.0,50.0,1041.0,1041,0,0,6.948897222313312,1.0,0.0,1,0,3,1,6,0,1959.0,1.0,270.0,224,88,0,0,0,0,0,7,2009,11.732069026983156
613,534429150,80,85.0,11475,6,6,1961,1961,90.0,568.0,0.0,640.0,1208.0,1576,0,0,7.3632795869630385,1.0,0.0,1,0,4,1,7,1,1961.0,2.0,368.0,85,0,0,0,0,0,0,9,2009,12.069685751267224
614,534431130,20,68.0,9768,5,5,1955,1955,0.0,100.0,247.0,613.0,960.0,960,0,0,6.8679744089702925,1.0,0.0,1,0,2,1,5,0,1955.0,1.0,330.0,0,70,0,0,0,0,0,2,2009,11.711784520403112
615,534450150,30,50.0,5330,4,7,1940,1950,0.0,280.0,0.0,140.0,420.0,708,0,0,6.5638555265321274,0.0,0.0,1,0,2,1,5,0,1978.1324431613136,0.0,0.0,164,0,0,0,0,0,0,12,2009,11.320565693461432
619,534476150,20,80.0,9600,6,5,1953,1953,238.0,1285.0,0.0,131.0,1416.0,1644,0,0,7.405495663199472,1.0,0.0,1,0,3,1,7,2,1953.0,2.0,418.0,110,0,0,0,0,0,0,10,2009,12.025755079404915
620,534476320,20,80.0,9600,5,6,1956,1956,0.0,504.0,0.0,546.0,1050.0,1050,0,0,6.9574973708769505,0.0,0.0,1,0,2,1,5,0,1956.0,1.0,338.0,0,0,0,0,0,0,0,6,2009,11.766799946849087
621,534477110,50,80.0,9600,6,8,1950,2005,0.0,120.0,0.0,736.0,856.0,1112,556,0,7.419979923661835,0.0,0.0,1,1,3,1,6,0,1950.0,1.0,271.0,0,0,0,0,0,0,0,9,2009,11.849404844423074
622,534478230,20,80.0,9600,5,7,1950,2007,0.0,607.0,0.0,506.0,1113.0,1113,0,0,7.015712420487229,0.0,0.0,1,0,3,1,5,1,1950.0,1.0,264.0,0,80,120,0,0,0,0,7,2009,11.898194668458823
630,535150070,50,69.22459016393442,12513,4,4,1920,2007,0.0,0.0,0.0,715.0,715.0,1281,457,0,7.461065514354283,0.0,0.0,2,0,4,1,7,1,1920.0,1.0,368.0,55,0,0,0,0,0,0,6,2009,11.560772327227415
631,535151040,20,73.0,8760,5,7,1956,1956,164.0,856.0,0.0,313.0,1169.0,1144,0,0,7.04315991598834,1.0,0.0,1,0,3,1,6,0,1956.0,1.0,286.0,257,0,0,0,0,0,0,6,2009,11.918397239722838
633,535154060,20,69.22459016393442,12285,7,6,1960,1960,128.0,544.0,0.0,785.0,1329.0,1329,0,0,7.1929342212158,0.0,0.0,1,1,3,1,5,2,1960.0,2.0,441.0,0,0,203,0,0,0,0,8,2009,12.07824495582233
634,535154130,20,66.0,9240,6,8,1959,1998,0.0,708.0,0.0,280.0,988.0,988,0,0,6.896694331622712,1.0,0.0,2,0,3,1,6,0,1959.0,1.0,297.0,156,0,0,0,0,0,0,6,2009,11.915058360753717
643,535303110,20,53.0,8128,6,7,1954,1954,80.0,490.0,0.0,572.0,1062.0,1062,0,0,6.968850378341948,1.0,0.0,1,0,3,1,6,0,1954.0,1.0,297.0,0,0,0,0,0,0,0,2,2009,11.782960235741939
644,535303150,20,79.0,10634,5,6,1953,1953,0.0,428.0,180.0,0.0,608.0,1319,0,0,7.1853870155804165,1.0,0.0,1,0,3,1,5,0,1953.0,1.0,270.0,66,0,0,0,0,0,0,11,2009,11.719947764402805
646,535325290,20,60.0,10434,4,5,1955,1955,0.0,0.0,0.0,1005.0,1005.0,1005,0,0,6.913737350659685,0.0,0.0,1,0,2,1,5,1,1977.0,2.0,672.0,0,0,0,0,0,0,0,11,2009,11.652696102959753
648,535352090,30,80.0,8480,5,6,1945,1950,0.0,700.0,0.0,93.0,793.0,793,0,0,6.677083461247135,1.0,0.0,1,0,2,1,4,0,1945.0,1.0,240.0,0,0,0,0,0,0,0,8,2009,11.635151947212842
649,535353040,20,60.0,7626,5,8,1952,2005,0.0,931.0,0.0,100.0,1031.0,1031,0,0,6.939253946041508,1.0,0.0,1,0,2,1,5,0,1952.0,1.0,230.0,0,0,0,0,0,0,0,3,2009,11.887938238422299
650,535353060,20,75.0,9533,5,5,1953,1953,140.0,0.0,0.0,0.0,0.0,1210,0,0,7.099201743553092,0.0,0.0,1,1,2,1,7,0,1953.0,1.0,616.0,208,0,100,0,0,0,0,8,2009,11.541522639947903
652,535353240,60,78.0,11419,7,7,1948,1999,0.0,699.0,0.0,0.0,699.0,801,726,0,7.331714969726465,1.0,0.0,1,1,3,1,6,1,1948.0,2.0,410.0,0,0,134,0,0,0,0,12,2009,11.934926432385152
653,535354070,20,60.0,9600,5,6,1950,1950,0.0,390.0,0.0,810.0,1200.0,1200,0,0,7.0909098220799835,0.0,0.0,1,0,3,1,6,0,1950.0,1.0,246.0,126,0,0,0,0,0,0,8,2009,11.774527900858466
654,535354100,20,50.0,8000,6,6,1948,2002,0.0,680.0,0.0,292.0,972.0,972,0,0,6.880384082186005,1.0,0.0,1,0,2,1,5,1,1948.0,1.0,240.0,0,0,0,0,0,0,0,5,2009,11.790564777297387
655,535375010,20,53.0,5470,3,5,1958,1958,0.0,0.0,0.0,792.0,792.0,792,0,0,6.675823221634848,0.0,0.0,1,0,2,1,4,0,1958.0,1.0,366.0,0,90,0,0,0,0,0,8,2009,11.511934974596555
658,535377150,70,80.0,8146,4,8,1900,2003,0.0,0.0,0.0,405.0,405.0,717,322,0,6.946975992135418,0.0,0.0,1,0,2,1,6,0,1940.0,1.0,281.0,0,0,168,0,111,0,0,5,2009,11.643962499267984
659,535378020,30,52.0,9022,5,8,1924,2006,0.0,0.0,0.0,768.0,768.0,792,0,0,6.675823221634848,0.0,0.0,1,0,2,1,5,0,1924.0,1.0,240.0,316,0,120,0,0,0,0,5,2009,11.603688960617083
660,535378120,30,60.0,10230,5,7,1925,1950,0.0,0.0,0.0,1054.0,1054.0,1078,0,0,6.983789965258135,0.0,0.0,1,0,3,1,6,0,1987.0,1.0,264.0,0,0,0,0,112,0,0,12,2009,11.736077016252437
663,535383060,30,90.0,5400,2,5,1940,1950,0.0,0.0,0.0,416.0,416.0,599,0,0,6.396929655216146,1.0,0.0,1,0,2,1,4,0,1978.1324431613136,0.0,0.0,0,81,0,0,0,0,0,6,2009,10.985309671896763
664,535383070,50,90.0,5400,4,6,1920,1950,0.0,315.0,105.0,420.0,840.0,840,534,0,7.226209010100671,0.0,0.0,1,0,2,1,6,0,1967.0,1.0,338.0,0,0,198,0,0,0,0,10,2009,11.561725152903833
665,535383110,30,60.0,10800,5,7,1920,1950,0.0,0.0,0.0,720.0,720.0,846,0,0,6.741700694652054,0.0,0.0,1,0,2,1,4,0,1980.0,2.0,576.0,0,0,0,0,0,0,0,6,2009,11.571203807011969
666,535383120,30,60.0,10800,3,5,1890,1998,0.0,0.0,0.0,630.0,630.0,725,0,0,6.587550014824796,0.0,0.0,1,1,1,1,4,0,1959.0,1.0,320.0,0,30,0,0,0,0,0,11,2009,11.270866642542865
669,535402270,20,77.0,11500,6,4,1967,1967,0.0,872.0,60.0,108.0,1040.0,1040,0,0,6.947937068614968,1.0,0.0,1,0,3,1,6,1,1967.0,2.0,480.0,0,0,156,0,0,0,0,5,2009,12.001511614739405
672,535403210,20,90.0,10454,6,6,1957,1957,143.0,546.0,0.0,559.0,1105.0,1105,0,0,7.0085051820822795,0.0,0.0,1,0,3,1,5,0,1957.0,1.0,308.0,0,0,0,0,0,0,0,4,2009,11.813037464800539
673,535403280,20,64.0,8712,5,7,1957,2000,0.0,860.0,0.0,132.0,992.0,1306,0,0,7.175489713624222,1.0,0.0,1,0,2,1,5,0,1968.0,1.0,756.0,0,0,0,0,0,0,0,5,2009,11.938199736300925
674,535425070,20,69.22459016393442,17600,6,5,1960,1960,30.0,1270.0,0.0,208.0,1478.0,1478,0,0,7.2991214627108,1.0,0.0,2,0,3,1,6,2,1960.0,2.0,498.0,0,40,0,0,0,0,0,12,2009,11.967187086434018
675,535426150,20,80.0,9000,6,6,1958,1958,82.0,0.0,0.0,160.0,160.0,1142,0,0,7.04141166379481,0.0,0.0,1,0,2,1,5,1,1958.0,1.0,384.0,0,28,64,0,0,0,0,4,2009,11.639566926437467
680,535451250,50,60.0,7200,5,4,1950,1982,0.0,180.0,352.0,676.0,1208.0,1136,768,0,7.552237287560801,1.0,0.0,1,1,3,1,7,0,1950.0,1.0,240.0,0,0,168,0,0,0,0,5,2009,11.835016210489899
681,535452090,20,71.0,7350,5,6,1958,1958,0.0,0.0,0.0,1041.0,1041.0,1041,0,0,6.948897222313312,0.0,0.0,1,0,3,1,6,0,1958.0,1.0,294.0,0,0,0,0,0,0,0,3,2009,11.759793355371237
682,535452100,20,70.0,7560,5,6,1958,1965,0.0,504.0,0.0,525.0,1029.0,1339,0,0,7.200424892944957,0.0,0.0,1,0,3,1,6,0,1958.0,1.0,294.0,0,0,0,0,0,0,0,5,2009,11.842236406331555
683,535452140,20,60.0,7200,5,7,1952,1952,0.0,630.0,102.0,0.0,732.0,732,0,0,6.597145701886651,1.0,0.0,1,0,2,1,4,0,1952.0,1.0,240.0,0,68,0,0,0,0,0,9,2009,11.686046493072437
684,535453100,80,80.0,8000,5,5,1959,1959,0.0,433.0,95.0,0.0,528.0,1183,0,0,7.076653815443951,1.0,0.0,1,0,3,1,6,0,1959.0,1.0,288.0,0,0,0,0,0,0,0,7,2009,11.835016210489899
685,535453200,20,70.0,7931,5,5,1959,1959,0.0,1148.0,0.0,0.0,1148.0,1148,0,0,7.046647277848756,1.0,0.0,1,0,3,1,6,0,1959.0,1.0,672.0,0,0,0,0,0,0,0,7,2009,11.794345471549745
686,535454100,50,60.0,10800,4,7,1949,1996,0.0,0.0,0.0,832.0,832.0,832,629,0,7.2875606403097235,0.0,0.0,2,0,4,1,6,0,1949.0,1.0,384.0,0,204,0,0,0,0,0,8,2009,11.80186424743109
688,535475010,60,76.0,7570,6,5,1964,1964,420.0,0.0,0.0,780.0,780.0,993,813,0,7.499423290592228,0.0,0.0,1,1,4,1,8,0,1964.0,2.0,483.0,0,55,0,0,0,0,0,3,2009,11.882770303874246
689,535476110,90,75.0,8604,5,7,1978,1978,124.0,941.0,0.0,0.0,941.0,941,0,0,6.848005274576363,1.0,0.0,1,0,2,1,4,0,1978.0,2.0,564.0,0,40,0,0,0,0,0,11,2009,11.884495917930654
690,535476240,20,80.0,7936,6,6,1963,1963,0.0,826.0,0.0,219.0,1045.0,1045,0,0,6.952728644624868,1.0,0.0,1,0,3,1,6,1,1963.0,1.0,264.0,0,0,0,0,0,0,0,4,2009,11.751950239425476
691,535477150,20,60.0,6600,5,5,1962,1962,0.0,0.0,0.0,894.0,894.0,894,0,0,6.796823718274855,0.0,0.0,1,0,2,1,5,0,1962.0,1.0,308.0,0,0,0,0,0,0,0,8,2009,11.603688960617083
692,902101010,50,69.22459016393442,3950,6,8,1926,2004,0.0,468.0,0.0,350.0,818.0,818,406,0,7.110696122978827,0.0,0.0,1,0,3,1,5,0,1926.0,1.0,210.0,0,0,116,0,0,0,0,12,2009,11.652696102959753
693,902102080,50,60.0,10440,5,6,1910,1981,0.0,0.0,0.0,440.0,440.0,682,548,0,7.115582126184453,0.0,0.0,1,1,2,1,5,0,1966.0,2.0,440.0,74,0,128,0,0,0,0,5,2009,11.608244735642321
694,902103100,50,68.0,4080,6,8,1935,1998,0.0,0.0,0.0,901.0,901.0,861,517,0,7.229113877793302,0.0,0.0,1,0,3,1,6,0,1920.0,1.0,162.0,54,0,40,0,0,0,0,6,2009,11.766799946849087
696,902103170,50,52.0,5720,5,6,1941,1950,0.0,0.0,0.0,676.0,676.0,676,455,0,7.031741258763128,0.0,0.0,1,1,3,1,5,0,1941.0,1.0,200.0,26,0,0,0,0,0,0,8,2009,11.104972264124866
697,902105050,50,90.0,15660,5,8,1910,2003,0.0,0.0,0.0,240.0,240.0,810,496,0,7.175489713624222,0.0,0.0,1,1,3,1,6,0,1959.0,2.0,472.0,0,0,0,0,0,0,0,7,2009,11.775297421715825
698,902105060,70,90.0,9900,5,8,1910,2002,0.0,0.0,0.0,504.0,504.0,764,700,0,7.289610521451167,0.0,0.0,2,0,3,1,7,0,1978.1324431613136,0.0,0.0,0,0,176,0,0,0,0,3,2009,11.767575435251747
699,902106010,70,57.0,6406,5,6,1939,1950,0.0,421.0,0.0,269.0,690.0,868,690,0,7.351799869057777,0.0,0.0,1,1,3,1,7,1,1939.0,2.0,400.0,0,36,0,0,182,0,0,10,2009,11.918397239722838
703,902110080,60,60.0,3378,7,8,1946,1992,0.0,0.0,0.0,651.0,651.0,707,682,0,7.237059026124737,0.0,0.0,1,1,3,1,6,2,1947.0,1.0,240.0,0,0,126,0,0,0,0,9,2009,11.813037464800539
705,902135020,20,60.0,6000,4,4,1953,1953,0.0,0.0,0.0,936.0,936.0,936,0,0,6.842683282238422,0.0,0.0,1,0,2,1,4,0,1974.0,2.0,576.0,0,32,112,0,0,0,0,2,2009,11.440365524765754
706,902201110,50,50.0,6000,5,7,1950,1970,0.0,384.0,0.0,384.0,768.0,768,560,0,7.192182058713245,0.0,0.0,1,1,3,1,6,0,1950.0,1.0,308.0,0,12,0,0,0,0,0,3,2009,11.771443882099637
708,902204080,30,62.0,7404,4,6,1920,1950,0.0,0.0,0.0,861.0,861.0,861,0,0,6.759255270663693,0.0,0.0,1,0,2,1,5,0,1920.0,2.0,288.0,0,0,128,0,0,0,0,11,2009,11.289794413577894
711,902206260,30,50.0,5784,5,8,1938,1996,0.0,0.0,0.0,190.0,190.0,886,0,0,6.787844982309579,0.0,0.0,1,0,2,1,4,0,1938.0,1.0,273.0,144,20,80,0,0,0,0,12,2009,11.421917019425596
712,902207170,30,60.0,8520,5,8,1923,1950,0.0,0.0,0.0,624.0,624.0,792,0,0,6.675823221634848,0.0,0.0,1,0,2,1,5,0,1963.0,1.0,287.0,0,0,81,0,0,0,0,2,2009,11.507922973347437
714,902301060,70,60.0,9600,4,4,1910,1950,0.0,0.0,0.0,677.0,677.0,833,677,0,7.320526962272739,0.0,0.0,2,0,3,1,7,0,1974.0,2.0,720.0,0,0,160,0,0,0,0,6,2009,11.379405500851828
715,902301080,50,50.0,3500,5,7,1947,1950,0.0,312.0,0.0,408.0,720.0,720,564,0,7.15851399732932,0.0,0.0,1,1,2,1,5,0,1948.0,1.0,240.0,0,35,0,0,0,0,0,4,2009,11.608244735642321
718,902327070,70,70.0,8400,6,7,1900,1950,0.0,0.0,0.0,917.0,917.0,1090,917,0,7.60489448081162,0.0,0.0,2,0,3,1,8,0,1930.0,1.0,357.0,0,235,0,0,0,0,0,6,2009,11.982935344196433
719,902329080,70,60.0,3600,6,7,1917,2007,0.0,0.0,0.0,624.0,624.0,664,624,0,7.161622002939187,1.0,0.0,1,0,3,1,5,1,1917.0,1.0,280.0,0,103,0,0,0,0,0,5,2009,11.686887175419702
721,902331010,30,69.22459016393442,3300,4,3,1910,1950,0.0,0.0,0.0,624.0,624.0,816,0,0,6.705639094860002,0.0,0.0,1,0,2,1,5,1,1978.1324431613136,0.0,0.0,0,33,0,0,0,0,0,6,2009,10.97679912709094
730,903201020,30,69.22459016393442,6615,6,6,1923,1950,0.0,0.0,0.0,1022.0,1022.0,1432,0,0,7.267525427828172,0.0,0.0,1,0,3,1,6,1,1923.0,1.0,216.0,266,61,0,0,0,0,0,9,2009,11.91170829631447
731,903201080,50,55.0,7264,7,7,1925,2007,0.0,0.0,0.0,952.0,952.0,952,596,0,7.3453648404168685,0.0,0.0,2,1,3,1,5,0,1978.0,2.0,672.0,74,0,0,0,144,0,0,10,2009,12.230770136157428
732,903202170,70,50.0,4960,5,7,1930,1982,0.0,0.0,0.0,297.0,297.0,1001,653,0,7.411556287811163,0.0,0.0,2,0,3,1,7,1,1955.0,1.0,336.0,244,60,0,0,0,0,0,5,2009,11.827743504053695
733,903205040,30,69.22459016393442,8854,6,6,1916,1950,0.0,0.0,0.0,952.0,952.0,952,0,0,6.859614903654202,0.0,0.0,1,0,2,1,4,1,1916.0,1.0,192.0,0,98,0,0,40,0,0,5,2009,11.703554089007538
734,903226130,50,50.0,6000,4,6,1936,1950,0.0,672.0,0.0,0.0,672.0,757,567,0,7.1891677384203225,0.0,0.0,1,0,3,1,6,0,1936.0,1.0,240.0,0,0,0,0,0,0,0,7,2009,11.759793355371237
736,903227070,50,50.0,6000,5,8,1925,1997,0.0,0.0,0.0,884.0,884.0,884,464,0,7.207118856207756,1.0,0.0,1,0,3,1,5,1,1960.0,1.0,216.0,0,0,208,0,0,0,0,5,2009,11.669937760751914
737,903227090,50,50.0,6000,6,6,1939,1950,0.0,0.0,0.0,780.0,780.0,825,587,0,7.253470382684527,0.0,0.0,1,0,4,1,6,1,1939.0,1.0,280.0,45,0,0,0,0,0,0,5,2009,11.794345471549745
738,903228070,50,60.0,6000,5,5,1924,1950,444.0,220.0,0.0,248.0,468.0,822,320,0,7.04141166379481,0.0,0.0,1,0,3,1,6,0,1924.0,1.0,320.0,0,0,98,0,0,0,0,6,2009,11.440365524765754
739,903228120,45,50.0,6000,6,7,1926,2004,0.0,0.0,0.0,884.0,884.0,904,0,0,6.807934943699926,0.0,0.0,1,0,2,1,4,0,1926.0,1.0,180.0,0,0,105,0,0,0,0,1,2009,11.686887175419702
740,903230100,30,60.0,6911,5,5,1924,1950,0.0,405.0,0.0,740.0,1145.0,1301,0,0,7.171656822768514,0.0,0.0,1,0,2,1,5,0,1965.0,2.0,440.0,0,0,0,0,0,0,0,10,2009,11.51293546492023
741,903231010,50,51.0,6120,5,6,1936,1950,0.0,0.0,0.0,927.0,927.0,1067,472,0,7.3395376954076745,0.0,0.0,1,1,3,1,5,0,1995.0,2.0,576.0,112,0,0,0,0,0,0,4,2009,11.860062063178265
742,903231030,50,51.0,6120,4,7,1935,1995,0.0,0.0,0.0,884.0,884.0,989,584,0,7.3613754289773485,0.0,0.0,1,0,3,1,6,0,1935.0,1.0,240.0,0,0,54,0,120,0,0,7,2009,11.798111925972616
743,903231060,30,51.0,6120,2,3,1936,1950,0.0,0.0,0.0,264.0,264.0,800,0,0,6.685860947068359,0.0,0.0,1,0,1,1,4,1,1978.1324431613136,0.0,0.0,0,0,0,0,0,0,0,1,2009,11.002116507732017
744,903231130,30,51.0,6120,5,7,1931,1993,0.0,209.0,0.0,506.0,715.0,875,0,0,6.775366090936391,1.0,0.0,1,0,2,1,5,0,1931.0,1.0,180.0,48,0,0,0,0,0,0,11,2009,11.561725152903833
745,903232060,30,51.0,6120,5,6,1925,1999,0.0,0.0,0.0,960.0,960.0,995,0,0,6.903747257584598,0.0,0.0,1,0,2,1,5,0,1926.0,1.0,264.0,0,15,51,0,0,0,0,3,2009,11.652696102959753
750,903427120,70,57.0,8094,6,6,1915,1950,0.0,0.0,0.0,1048.0,1048.0,1048,720,0,7.478169694159785,0.0,0.0,2,0,3,1,8,0,1930.0,2.0,576.0,0,0,150,0,0,0,0,6,2009,11.951186847493474
751,903429080,70,50.0,2500,7,8,1915,2005,0.0,299.0,0.0,611.0,910.0,916,910,0,7.510430556378006,1.0,0.0,1,1,4,1,7,1,1915.0,1.0,164.0,0,0,0,0,0,0,0,6,2009,11.951186847493474
752,903429110,70,68.0,9928,7,8,1915,1994,0.0,0.0,0.0,672.0,672.0,1272,672,0,7.573017256052546,0.0,0.0,2,0,3,1,8,0,1915.0,1.0,216.0,24,28,0,0,0,0,400,6,2009,12.100161978566867
755,903451090,70,57.0,6876,6,5,1927,1950,0.0,522.0,0.0,198.0,720.0,1146,784,0,7.565793282428515,1.0,0.0,2,0,4,1,8,0,1927.0,1.0,316.0,0,0,213,0,0,0,0,8,2009,11.91170829631447
757,903475100,70,69.22459016393442,5775,6,7,1915,2002,0.0,0.0,0.0,483.0,483.0,741,686,0,7.2640301428995295,0.0,0.0,1,0,3,1,7,0,1915.0,1.0,379.0,0,24,112,0,0,0,0,2,2009,11.719947764402805
759,903481120,50,60.0,5160,6,6,1927,1950,0.0,0.0,0.0,1204.0,1204.0,1204,462,0,7.418780882750793,0.0,0.0,1,0,3,1,4,0,1927.0,1.0,384.0,0,0,148,0,0,0,0,8,2009,11.813037464800539
760,903481130,85,86.0,5160,4,6,1923,1950,0.0,749.0,63.0,46.0,858.0,892,0,0,6.794586580876499,1.0,0.0,1,0,1,1,5,0,1978.1324431613136,0.0,0.0,0,0,105,0,160,0,0,7,2009,11.156264806643742
767,904351200,70,54.0,6629,6,6,1925,1950,0.0,551.0,0.0,121.0,672.0,697,672,0,7.22256601882217,1.0,0.0,2,0,3,1,6,0,1930.0,1.0,300.0,147,0,0,0,0,0,0,7,2009,11.548302261270587
768,904351240,50,60.0,9780,5,3,1934,1950,0.0,0.0,0.0,585.0,585.0,687,425,0,7.014814351275545,1.0,0.0,2,0,4,1,6,0,1934.0,1.0,226.0,0,0,0,0,0,0,0,3,2009,11.050905878263567
770,905101490,20,80.0,8816,5,6,1963,1963,0.0,651.0,0.0,470.0,1121.0,1121,0,0,7.022868086082641,1.0,0.0,1,0,3,1,5,0,1963.0,2.0,480.0,0,80,0,0,0,0,0,6,2009,11.842236406331555
771,905103040,60,70.0,11184,6,5,1978,1978,92.0,226.0,500.0,192.0,918.0,918,765,0,7.428927194802272,0.0,0.0,2,1,3,1,7,1,1978.0,2.0,440.0,243,0,0,0,0,0,0,7,2009,12.058158312538197
